ID	ЖАНР	СБОРНИК	НАЗВАНИЕ	ГОД	ПОЛ	ИМЯ	КАТЕГОРИЯ	ТИП	СЛОВ	ЛЕКС
193	СТИХ	ВЫПУСТИ ПТИЦУ!	"Художники обедают в парижском ресторане «Кус-кус"""	1973	М	Юон Константин Фёдорович	Художник	4	451	0,71
194	СТИХ	ВЫПУСТИ ПТИЦУ!	"Художники обедают в парижском ресторане «Кус-кус"""	1973	М	Фишер Роберт Джеймс	Шахматист	4	451	0,71
195	СТИХ	ВЫПУСТИ ПТИЦУ!	Похороны Кирсанова	1973	М	Кирсанов Семен Исаакович	Поэт	14	89	0,84
196	СТИХ	ВЫПУСТИ ПТИЦУ!	В непогоду	1972	Ж	Богуславская Зоя Борисовна	Писатель	2	95	0,91
197	СТИХ	ВЫПУСТИ ПТИЦУ!	Вечер в «Обществе слепых»	1974	М	Паганини Никколо	Музыкант	4	174	0,79
198	СТИХ	ВЫПУСТИ ПТИЦУ!	Вечер в «Обществе слепых»	1974	Ж	Помпанини Сильвана	Актер	4	174	0,79
199	СТИХ	ВЫПУСТИ ПТИЦУ!	Аисты	1973	М	Жак Виктор	Ректор	2	109	0,88
200	СТИХ	ВЫПУСТИ ПТИЦУ!	Летающий мужик	1972	М	Бедуля Владимир Леонтьич	Крестьянин, фермер	4	276	0,76
201	СТИХ	ВЫПУСТИ ПТИЦУ!	Лесник играет	1973	М	Щедрин Родион Константинович	Композитор	2	77	0,90
202	СТИХ	ВЫПУСТИ ПТИЦУ!	Порнография духа	1974	М	Пикассо Пабло	Художник	4	144	0,79
203	СТИХ	ВЫПУСТИ ПТИЦУ!	Порнография духа	1974	М	Стравинский Игорь Фёдорович	Композитор	4	144	0,79
204	СТИХ	ВЫПУСТИ ПТИЦУ!	Обстановочка	1972	М	Кальдерон де ла Барка, Педро	Драматург	4	297	0,84
205	СТИХ	ВЫПУСТИ ПТИЦУ!	Обстановочка	1972	М	Солоухин Владимир Алексеевич	Писатель	4	297	0,84
206	СТИХ	ВЫПУСТИ ПТИЦУ!	Обстановочка	1972	М	Грек Феофан 	Художник	4	297	0,84
207	СТИХ	ВЫПУСТИ ПТИЦУ!	Обстановочка	1972	М	Мимино	Киногерой	4	297	0,84
208	СТИХ	ВЫПУСТИ ПТИЦУ!	Обстановочка	1972	М	Рахманинов Сергей Васильевич	Композитор	4	297	0,84
209	СТИХ	ВЫПУСТИ ПТИЦУ!	Отцу	1974	М	Вознесенский Андрей Николаевич	Учёный	4	164	0,76
210	СТИХ	ВЫПУСТИ ПТИЦУ!	Мелодия Кирилла и Мефодия	1974	М	Кирилл (и Мефодий)	Историческая личность	14	58	0,92
211	СТИХ	ВЫПУСТИ ПТИЦУ!	Мелодия Кирилла и Мефодия	1974	М	Мефодий (и Кирилл)	Историческая личность	14	58	0,92
212	СТИХ	ВЫПУСТИ ПТИЦУ!	Мелодия Кирилла и Мефодия	1974	М	Шостакович Дмитрий Дмитриевич	Композитор	4	58	0,92
213	СТИХ	ВЫПУСТИ ПТИЦУ!	Мелодия Кирилла и Мефодия	1974	Ж	Богоматерь	Библейский персонаж	4	58	0,92
214	ПОЭМА	КОЛОКОЛА (Поэмы)	Мастера	1957	М	Микеланджело Буонарроти	Художник, скульптор	4	814	0,69
215	ПОЭМА	КОЛОКОЛА (Поэмы)	Мастера	1957	М	Барма	Архитектор	4	814	0,69
216	ПОЭМА	КОЛОКОЛА (Поэмы)	Мастера	1957	Ж	Космодемьянская Зоя Анатольевна	Партизанка, героиня	4	814	0,69
217	ПОЭМА	КОЛОКОЛА (Поэмы)	Мастера	1957	М	Вознесенский Андрей Андреевич	Поэт, писатель	4	814	0,69
218	ПОЭМА	КОЛОКОЛА (Поэмы)	Мастера	1957	М	Мичурин Иван Владимирович	Учёный	4	814	0,69
219	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Вознесенский Андрей Андреевич	Поэт, писатель	4	2933	0,56
220	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Репин Илья Ефимович	Художник	4	2933	0,56
221	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Беатриче	Литературный персонаж	4	2933	0,56
222	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Батый	Историческая личность	4	2933	0,56
223	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Иван III Васильевич	Историческая личность	4	2933	0,56
224	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Богуславская Зоя Борисовна	Писатель	4	2933	0,56
225	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Андерсон Памела	Актер	4	2933	0,56
226	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Асеев Николай Николаевич	Поэт	4	2933	0,56
227	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Берестов Валентин Дмитриевич	Поэт	4	2933	0,56
228	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Кокто Жан	Поэт	4	2933	0,56
229	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Лифарь Сергей Михайлович	Балет	4	2933	0,56
230	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Луговской Владимир Александрович	Поэт	4	2933	0,56
231	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Маяковский Владимир Владимирович	Поэт	4	2933	0,56
232	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Наполеон Бонапарт	Историческая личность	4	2933	0,56
233	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Никулин Юрий Владимирович	Актер	4	2933	0,56
234	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Пушкин Александр Сергеевич	Поэт	4	2933	0,56
235	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Распутина Маша	Певец	4	2933	0,56
236	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Рыбкин Иван Петрович	Политический деятель	4	2933	0,56
237	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Симонов Константин Михайлович	Поэт, писатель	4	2933	0,56
238	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Тараки Нур Мохаммад	Политический деятель	4	2933	0,56
239	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Фадеев Леонид Владимирович	Балет	4	2933	0,56
240	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Флоренский Павел Александрович	Философ	4	2933	0,56
241	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Хлебников Велемир Викторович	Поэт	4	2933	0,56
242	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Чехова Ольга Константиновна	Актер	4	2933	0,56
243	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	М	Шаляпин Фёдор Иванович	Певец	4	2933	0,56
244	ПОЭМА	КОЛОКОЛА (Поэмы)	Оза (Тетрадь, найденная в тумбочке дубненской гостиницы)	1964	Ж	Шарапова Арина Аяновна	Телеведущий	4	2933	0,56
245	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Андерсон Памела	Актер	4	1530	0,66
246	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Асеев Николай Николаевич	Поэт	4	1530	0,66
247	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Берестов Валентин Дмитриевич	Поэт	4	1530	0,66
248	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Герострат	Историческая личность	4	1530	0,66
249	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Екатерина II Алексеевна	Историческая личность	4	1530	0,66
250	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Кокто Жан	Поэт	4	1530	0,66
251	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Дуб Емельян Тимофеевич	Лирический персонаж	4	1530	0,66
252	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Плющ Александр Сергеевич	Лирический персонаж	4	1530	0,66
253	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Тополь Виктор Платанович	Лирический персонаж	4	1530	0,66
254	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Ель Елена Владленовна	Лирический персонаж	4	1530	0,66
255	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Троицкая Береза Есеньевна 	Лирический персонаж	4	1530	0,66
256	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Красная Калина Васильевна	Лирический персонаж	4	1530	0,66
257	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Чехова Ольга Штирлицевна	Лирический персонаж	4	1530	0,66
258	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Корень, Лифарь Нуреевич 	Лирический персонаж	4	1530	0,66
259	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Синица Бузина Зиновьевна	Лирический персонаж	4	1530	0,66
260	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Мария Липа  - Мэри Липтон	Лирический персонаж	4	1530	0,66
261	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	Ж	Щепкина-Купер Верба Инберовна	Лирический персонаж	4	1530	0,66
262	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Берестов Валентин Археологович	Лирический персонаж	4	1530	0,66
263	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Соловей Зорин Тихонович	Лирический персонаж	4	1530	0,66
264	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Симонов Монастырь Рубенович	Лирический персонаж	4	1530	0,66
265	ПОЭМА	КОЛОКОЛА (Поэмы)	Гуру урагана	1998	М	Мюнхаузен	Литературный персонаж	4	1530	0,66
